wav,txt2,phone2
chinese008514,一 手 把 我 带 大 的 奶 奶 昨 天 去 世 了 。,yi4 shou3 ba2 wo3 dai4 da4 de5 nai3 nai5 zuo2 tian1 qu4 shi4 le5 。
chinese008515,张 卫 健 笑 言 自 己 很 喜 欢 这 个 角 色 。,zhang1 wei4 jian4 xiao4 yan2 zi4 ji3 hen2 xi3 huan1 zhe4 ge4 jue2 se4 。
chinese008516,伊 朗 与 西 方 国 家 的 关 系 进 一 步 恶 化 。,yi1 lang2 yu3 xi1 fang1 guo2 jia1 de5 guan1 xi5 jin4 yi2 bu4 e4 hua4 。
chinese008517,结 果 只 是 你 大 方 地 请 达 人 耍 耍 。,jie2 guo2 zhi3 shi4 ni3 da4 fang1 de5 qing3 da2 ren2 shua2 shua3 。
chinese008518,是 抠 还 是 大 方 ， 那 要 分 是 什 么 事 儿 。,shi4 kou1 hai2 shi4 da4 fang1 ， na4 yao4 fen1 shi4 shen2 me5 shir4 。
chinese008519,个 人 意 识 从 姓 名 上 也 会 表 现 出 来 。,ge4 ren2 yi4 shi5 cong2 xing4 ming2 shang4 ye3 hui4 biao3 xian4 chu1 lai5 。
chinese008520,我 现 在 正 在 和 你 相 互 激 发 ， 咔 咔 。,wo3 xian4 zai4 zheng4 zai4 he2 ni3 xiang1 hu4 ji1 fa1 ， ka1 ka1 。
chinese008521,皇 上 您 今 天 怎 么 有 空 到 我 这 来 啦 ？,huang2 shang5 nin2 jin1 tian1 zen3 me5 you3 kong4 dao4 wo3 zhe4 lai2 la5 ？
chinese008522,村 民 带 来 的 落 地 核 桃 果 和 枯 枝 。,cun1 min2 dai4 lai2 de5 luo4 di4 he2 tao5 guo3 he2 ku1 zhi1 。
chinese008523,在 某 种 意 义 上 ， 也 许 这 并 非 危 言 耸 听 。,zai4 mou2 zhong3 yi4 yi4 shang4 ， ye2 xu3 zhe4 bing4 fei1 wei1 yan2 song3 ting1 。
chinese008524,一 直 以 来 ， 人 民 币 对 美 元 升 多 贬 少 。,yi4 zhi2 yi3 lai2 ， ren2 min2 bi4 dui4 mei3 yuan2 sheng1 duo1 bian2 shao3 。
chinese008525,为 了 养 活 晓 燕 ， 夫 妇 俩 背 了 不 少 债 。,wei4 le5 yang3 huo2 xiao3 yan4 ， fu1 fu4 lia3 bei1 le5 bu4 shao3 zhai4 。
chinese008526,这 是 “ 翼 装 飞 行 ” 运 动 首 次 登 陆 中 国 。,zhe4 shi4 “ yi4 zhuang1 fei1 xing2 ” yun4 dong4 shou3 ci4 deng1 lu4 zhong1 guo2 。
chinese008527,你 说 的 是 那 个 娱 乐 圈 的 纪 检 委 嘛 ？,ni3 shuo1 de5 shi4 na4 ge5 yu2 le4 quan1 de5 ji4 jian2 wei3 ma5 ？
chinese008528,寓 言 里 的 芦 苇 躲 过 了 折 断 的 命 运 ， 但 这 并 不 代 表 他 比 橡 树 更 有 力 量 。,yu4 yan2 li3 de5 lu2 wei3 duo3 guo4 le5 zhe2 duan4 de5 ming4 yun4 ， dan4 zhe4 bing4 bu2 dai4 biao3 ta1 bi3 xiang4 shu4 geng4 you3 li4 liang4 。
chinese008529,喜 欢 色 彩 和 图 画 的 人 大 多 喜 欢 简 单 而 安 静 的 生 活 ， 说 的 是 你 吗 ？,xi3 huan1 se4 cai3 he2 tu2 hua4 de5 ren2 da4 duo1 xi3 huan1 jian3 dan1 er2 an1 jing4 de5 sheng1 huo2 ， shuo1 de5 shi4 ni3 ma5 ？
chinese008530,但 谢 景 渊 的 窍 仿 佛 保 险 柜 的 门 ， 一 时 半 会 儿 开 不 了 ， 急 得 他 没 话 说 。,dan4 xie4 jing3 yuan1 de5 qiao4 fang3 fu2 bao2 xian3 gui4 de5 men2 ， yi4 shi2 ban4 huir4 kai1 bu4 liao3 ji2 ， de5 ta1 mei2 hua4 shuo1 。
chinese008531,可 以 吃 碗 鸡 汤 馄 饨 ， 再 吃 一 个 水 煮 鸡 蛋 ， 营 养 又 健 康 。,ke2 yi3 chi1 wan3 ji1 tang1 hun2 tun5 ， zai4 chi1 yi2 ge4 shui2 zhu3 ji1 dan4 ， ying2 yang3 you4 jian4 kang1 。
chinese008532,根 据 线 索 显 示 ， 郑 某 既 有 可 能 已 经 改 名 换 姓 ， 漂 白 身 份 。,gen1 ju4 xian4 suo2 xian3 shi4 ， zheng4 mou3 ji4 you2 ke3 neng2 yi3 jing1 gai3 ming2 huan4 xing4 ， piao3 bai2 shen1 fen4 。
chinese008533,记 者 看 到 ， 崔 炳 武 当 时 经 营 的 游 戏 室 已 经 变 成 了 服 装 店 。,ji4 zhe3 kan4 dao4 ， cui1 bing2 wu3 dang1 shi2 jing1 ying2 de5 you2 xi4 shi4 yi3 jing1 bian4 cheng2 le5 fu2 zhuang1 dian4 。
chinese008534,据 知 ， 霆 锋 不 想 家 嘈 屋 闭 ， 于 是 乖 乖 就 范 。,ju4 zhi1 ， ting2 feng1 bu4 xiang3 jia1 cao2 wu1 bi4 ， yu2 shi4 guai1 guai1 jiu4 fan4 。
chinese008535,乌 鸦 说 我 真 不 幸 ， 但 实 际 上 ， 他 是 因 为 运 气 吗 ？,wu1 ya1 shuo1 wo3 zhen1 bu2 xing4 ， dan4 shi2 ji4 shang4 ， ta1 shi4 yin1 wei4 yun4 qi5 ma5 ？
chinese008536,给 人 感 觉 正 像 是 “ 食 草 动 物 ” ， 蔫 得 没 脾 气 。,gei3 ren2 gan3 jue2 zheng4 xiang4 shi4 “ shi2 cao3 dong4 wu5 ” nian1 de5 ， mei2 pi2 qi4 。
chinese008537,卡 塔 尔 学 校 里 有 很 多 卡 塔 尔 当 地 的 学 生 。,ka2 ta2 er3 xue2 xiao4 li3 you2 hen3 duo1 ka2 ta2 er3 dang1 di4 de5 xue2 sheng1 。
chinese008538,最 后 ， 买 衣 服 要 懂 得 看 尺 寸 、 面 料 和 材 质 。,zui4 hou4 ， mai3 yi1 fu5 yao4 dong3 de2 kan4 chi3 cun4 、 mian4 liao4 he2 cai2 zhi4 。
chinese008539,不 用 说 ， 手 里 的 漏 洞 也 是 多 的 可 以 批 发 了 。,bu2 yong4 shuo1 ， shou2 li3 de5 lou4 dong4 ye3 shi4 duo1 de5 ke2 yi3 pi1 fa1 le5 。
chinese008540,操 纵 键 盘 的 手 用 来 搬 运 沙 袋 是 否 觉 得 亏 ？,cao1 zong4 jian4 pan2 de5 shou3 yong4 lai2 ban1 yun4 sha1 dai4 shi4 fou3 jue2 de5 kui1 ？
chinese008541,巨 大 的 雷 鸣 声 一 浪 浪 地 滚 来 ， 大 地 轻 颤 。,ju4 da4 de5 lei2 ming2 sheng1 yi2 lang4 lang4 de5 gun3 lai2 ， da4 di4 qing1 chan4 。
chinese008542,老 人 面 目 全 非 ， 手 里 紧 紧 攥 着 一 把 狗 毛 。,lao3 ren2 mian4 mu4 quan2 fei1 ， shou2 li3 jin2 jin3 zuan4 zhe5 yi4 ba2 gou3 mao2 。
chinese008543,自 从 使 用 软 件 后 ， 赵 某 就 成 了 “ 常 胜 将 军 ” 。,zi4 cong2 shi3 yong4 ruan3 jian4 hou4 ， zhao4 mou3 jiu4 cheng2 le5 “ chang2 sheng4 jiang1 jun5 ” 。
chinese008544,同 时 ， 大 选 的 混 乱 也 进 一 步 证 明 了 海 地 政 治 体 系 已 完 全 瓦 解 。,tong2 shi2 ， da4 xuan3 de5 hun4 luan4 ye3 jin4 yi2 bu4 zheng4 ming2 le5 hai3 di4 zheng4 zhi4 ti3 xi4 yi3 wan2 quan2 wa2 jie3 。
chinese008545,本 来 李 焜 耀 可 拿 出 许 多 理 由 为 自 己 开 脱 。,ben3 lai2 li3 kun1 yao4 ke3 na2 chu1 xu3 duo1 li3 you2 wei4 zi4 ji3 kai1 tuo1 。
chinese008546,吃 ， 吃 ， 就 知 道 吃 ， 赚 多 少 钱 够 你 吃 的 ？,chi1 ， chi1 ， jiu4 zhi1 dao4 chi1 ， zhuan4 duo1 shao3 qian2 gou4 ni3 chi1 de5 ？
chinese008547,该 保 安 为 记 者 打 开 电 梯 ， “ 护 送 ” 记 者 下 楼 。,gai1 bao3 an1 wei4 ji4 zhe2 da3 kai1 dian4 ti1 ， “ hu4 song4 ” ji4 zhe3 xia4 lou2 。
chinese008548,受 此 重 击 ， 林 辉 晃 晃 悠 悠 地 倒 在 了 地 上 。,shou4 ci3 zhong4 ji1 ， lin2 hui1 huang4 huang5 you1 you1 de5 dao3 zai4 le5 di4 shang4 。
chinese008549,有 记 载 称 ， 拱 手 礼 在 我 国 已 有 两 千 年 历 史 。,you3 ji4 zai3 cheng1 ， gong2 shou2 li3 zai4 wo3 guo2 yi2 you2 liang3 qian1 nian2 li4 shi3 。
chinese008550,寻 常 百 姓 的 消 暑 饮 品 就 此 成 为 “ 奢 侈 品 ” 。,xun2 chang2 bai3 xing4 de5 xiao1 shu3 yin2 pin3 jiu4 ci3 cheng2 wei2 “ she1 chi2 pin3 ” 。
chinese008551,化 肥 流 通 秩 序 混 乱 ， 乱 抬 价 格 的 问 题 仍 然 存 在 。,hua4 fei2 liu2 tong1 zhi4 xu4 hun4 luan4 ， luan4 tai2 jia4 ge2 de5 wen4 ti2 reng2 ran2 cun2 zai4 。
chinese008552,六 是 黑 恶 势 力 对 党 政 干 部 的 拉 拢 腐 蚀 日 益 严 重 。,liu4 shi4 hei1 e4 shi4 li4 dui4 dang3 zheng4 gan4 bu4 de5 la1 long2 fu3 shi2 ri4 yi4 yan2 zhong4 。
chinese008553,高 地 价 项 目 的 累 累 负 债 ， 对 企 业 的 营 收 形 成 重 压 。,gao1 di4 jia4 xiang4 mu4 de5 lei2 lei2 fu4 zhai4 ， dui4 qi3 ye4 de5 ying2 shou1 xing2 cheng2 zhong4 ya1 。
chinese008554,本 以 为 进 八 中 是 妥 妥 儿 的 ， 其 他 学 校 根 本 没 考 虑 。,ben2 yi3 wei2 jin4 ba1 zhong1 shi4 tuo2 tuor3 de5 qi2 ， ta1 xue2 xiao4 gen1 ben3 mei2 kao3 lv4 。
chinese008555,视 频 截 图 当 事 医 生 李 荷 纯 的 肩 膀 被 铁 棍 戳 伤 。,shi4 pin2 jie2 tu2 dang1 shi4 yi1 sheng1 li3 he2 chun2 de5 jian1 bang3 bei4 tie3 gun4 chuo1 shang1 。
chinese008556,民 警 希 望 邓 金 超 及 时 联 系 本 报 热 线 九 六 二 幺 幺 。,min2 jing3 xi1 wang4 deng4 jin1 chao1 ji2 shi2 lian2 xi4 ben3 bao4 re4 xian4 jiu3 liu4 er4 yao1 yao1 。
chinese008557,生 活 是 开 水 ， 不 论 冷 热 ， 只 要 有 适 合 的 温 度 就 好 。,sheng1 huo2 shi4 kai1 shui3 ， bu2 lun4 leng3 re4 ， zhi3 yao4 you3 shi4 he2 de5 wen1 du4 jiu4 hao3 。
chinese008558,双 手 被 细 铁 丝 捆 扎 ， 脸 色 铁 青 ， 处 于 昏 迷 状 态 。,shuang1 shou3 bei4 xi4 tie3 si1 kun3 za1 ， lian3 se4 tie3 qing1 ， chu3 yu2 hun1 mi2 zhuang4 tai4 。
chinese008559,并 且 每 次 把 瓶 塞 拉 出 来 的 时 候 都 要 大 叫 一 声 。,bing4 qie2 mei3 ci4 ba3 ping2 sai1 la1 chu1 lai2 de5 shi2 hou5 dou1 yao4 da4 jiao4 yi4 sheng1 。
chinese008560,我 还 有 几 十 年 呢 ， 反 正 总 是 差 他 半 寸 就 追 到 他 了 。,wo3 hai2 you2 ji3 shi2 nian2 ne5 ， fan3 zheng4 zong3 shi4 cha4 ta1 ban4 cun4 jiu4 zhui1 dao4 ta1 le5 。
chinese008561,昨 天 的 迷 雾 河 仍 然 湍 急 ， 不 过 车 辆 已 经 能 够 飞 快 地 通 过 。,zuo2 tian1 de5 mi2 wu4 he2 reng2 ran2 tuan1 ji2 ， bu2 guo4 che1 liang4 yi3 jing1 neng2 gou4 fei1 kuai4 de5 tong1 guo4 。
chinese008562,另 外 我 们 还 能 攒 点 钱 做 点 小 投 资 ， 生 活 压 力 也 不 至 于 太 大 。,ling4 wai4 wo3 men5 hai2 neng2 zan2 dian3 qian2 zuo4 dian2 xiao3 tou2 zi1 ， sheng1 huo2 ya1 li4 ye3 bu2 zhi4 yu2 tai4 da4 。
chinese008563,上 百 名 穿 蓝 棉 袄 、 戴 雷 锋 帽 的 大 学 生 出 现 在 验 票 口 前 。,shang4 bai3 ming2 chuan1 lan2 mian2 ao3 、 dai4 lei2 feng1 mao4 de5 da4 xue2 sheng1 chu1 xian4 zai4 yan4 piao4 kou3 qian2 。
chinese008564,能 有 答 案 就 不 是 人 生 吧 ！,neng2 you3 da2 an4 jiu4 bu2 shi4 ren2 sheng1 ba5 ！
chinese008565,张 亮 心 里 回 答 正 是 老 子 ， 嘴 上 窘 笑 说 ： 是 吗 ？,zhang1 liang4 xin1 li3 hui2 da2 zheng4 shi4 lao3 zi5 ， zui3 shang4 jiong3 xiao4 shuo1 ： shi4 ma5 ？
chinese008566,在 近 百 米 的 悬 崖 下 ， 一 条 细 细 的 裂 缝 横 亘 在 选 手 眼 前 。,zai4 jin4 bai2 mi3 de5 xuan2 ya2 xia4 ， yi4 tiao2 xi4 xi4 de5 lie4 feng4 heng2 gen4 zai4 xuan2 shou2 yan3 qian2 。
chinese008567,八 月 的 奥 运 战 场 ， 必 定 会 因 多 场 强 强 对 话 的 上 演 而 更 加 精 彩 激 烈 。,ba1 yue4 de5 ao4 yun4 zhan4 chang3 ， bi4 ding4 hui4 yin1 duo1 chang3 qiang2 qiang2 dui4 hua4 de5 shang4 yan3 er2 geng4 jia1 jing1 cai3 ji1 lie4 。
chinese008568,金 庸 小 说 里 总 有 一 个 风 度 翩 翩 、 气 质 俊 朗 、 武 功 超 群 的 表 哥 。,jin1 yong1 xiao3 shuo1 li3 zong2 you3 yi2 ge4 feng1 du4 pian1 pian1 、 qi4 zhi4 jun4 lang3 、 wu3 gong1 chao1 qun2 de5 biao3 ge1 。
chinese008569,玲 玲 表 姐 为 记 者 提 供 了 一 份 她 和 玲 玲 同 学 小 伟 的 聊 天 记 录 。,ling2 ling5 biao2 jie3 wei4 ji4 zhe3 ti2 gong1 le5 yi2 fen4 ta1 he2 ling2 ling5 tong2 xue2 xiao2 wei3 de5 liao2 tian1 ji4 lu4 。
chinese008570,卢 起 源 对 恢 复 卢 宅 面 貌 ， 甚 至 到 了 几 乎 执 拗 的 地 步 。,lu2 qi3 yuan2 dui4 hui1 fu4 lu2 zhai2 mian4 mao4 ， shen4 zhi4 dao4 le5 ji1 hu1 zhi2 niu4 de5 di4 bu4 。
chinese008571,从 此 ， 他 开 始 独 身 一 人 闯 海 南 。,cong2 ci3 ， ta1 kai1 shi3 du2 shen1 yi4 ren2 chuang2 hai3 nan2 。
chinese008572,以 色 列 军 队 从 入 侵 的 黎 村 庄 撤 出 。,yi3 se4 lie4 jun1 dui4 cong2 ru4 qin1 de5 li2 cun1 zhuang1 che4 chu1 。
chinese008573,最 终 小 丽 因 不 堪 忍 受 ， 辍 学 离 家 出 走 。,zui4 zhong1 xiao3 li4 yin1 bu4 kan1 ren3 shou4 ， chuo4 xue2 li2 jia1 chu1 zou3 。
chinese008574,最 终 结 果 是 谢 宏 强 赢 了 ， 另 一 家 讨 债 公 司 被 撵 走 。,zui4 zhong1 jie2 guo3 shi4 xie4 hong2 qiang2 ying2 le5 ， ling4 yi4 jia1 tao3 zhai4 gong1 si1 bei4 nian2 zou3 。
chinese008575,他 周 日 在 网 上 发 信 息 呼 吁 批 评 者 让 哈 里 “ 喘 喘 气 ” 。,ta1 zhou1 ri4 zai4 wang3 shang4 fa1 xin4 xi1 hu1 yu4 pi1 ping2 zhe3 rang4 ha1 li3 “ chuan2 chuan3 qi4 ” 。
chinese008576,次 日 上 午 ， 又 将 该 手 机 埋 入 苏 家 楼 下 的 萝 卜 坑 内 。,ci4 ri4 shang4 wu3 ， you4 jiang1 gai1 shou3 ji1 mai2 ru4 su1 jia1 lou2 xia4 de5 luo2 bo5 keng1 nei4 。
chinese008577,有 话 就 说 ， 有 屁 就 放 ， 婆 婆 妈 妈 的 哪 像 个 爷 们 ！,you3 hua4 jiu4 shuo1 ， you3 pi4 jiu4 fang4 ， po2 po5 ma1 ma1 de5 na3 xiang4 ge5 ye2 men5 ！
chinese008578,为 此 ， 英 国 路 华 公 司 将 中 国 商 评 委 起 诉 至 法 院 。,wei4 ci3 ， ying1 guo2 lu4 hua2 gong1 si1 jiang1 zhong1 guo2 shang1 ping2 wei3 qi3 su4 zhi4 fa3 yuan4 。
chinese008579,用 电 商 颠 覆 传 统 行 业 ， 占 领 垂 直 的 服 装 市 场 。,yong4 dian4 shang1 dian1 fu4 chuan2 tong3 hang2 ye4 ， zhan4 ling3 chui2 zhi2 de5 fu2 zhuang1 shi4 chang3 。
chinese008580,这 难 道 就 是 大 名 鼎 鼎 的 中 国 漆 王 黄 兴 国 吗 ？,zhe4 nan2 dao4 jiu4 shi4 da4 ming2 ding2 ding3 de5 zhong1 guo2 qi1 wang2 huang2 xing1 guo2 ma5 ？
chinese008581,麦 克 雷 文 是 得 克 萨 斯 州 人 ， 出 身 于 军 人 家 庭 。,mai4 ke4 lei2 wen2 shi4 de2 ke4 sa4 si1 zhou1 ren2 ， chu1 shen1 yu2 jun1 ren2 jia1 ting2 。
chinese008582,可 是 ， 随 着 时 间 越 来 越 晚 ， 两 人 的 要 求 也 越 来 越 低 。,ke3 shi4 ， sui2 zhe5 shi2 jian1 yue4 lai2 yue4 wan3 ， liang3 ren2 de5 yao1 qiu2 ye3 yue4 lai2 yue4 di1 。
chinese008583,杨 磊 的 弟 弟 杨 坤 在 法 庭 上 附 和 了 上 述 说 法 。,yang2 lei3 de5 di4 di5 yang2 kun1 zai4 fa3 ting2 shang4 fu4 he4 le5 shang4 shu4 shuo1 fa3 。
chinese008584,自 治 区 副 主 席 靳 诺 看 望 踩 踏 事 故 受 伤 学 生 。,zi4 zhi4 qu1 fu4 zhu3 xi2 jin4 nuo4 kan4 wang4 cai3 ta4 shi4 gu4 shou4 shang1 xue2 sheng1 。
chinese008585,近 一 个 月 里 ， 我 没 碰 到 传 言 中 蛮 横 欺 霸 的 灾 民 。,jin4 yi2 ge4 yue4 li3 ， wo3 mei2 peng4 dao4 chuan2 yan2 zhong1 man2 heng4 qi1 ba4 de5 zai1 min2 。
chinese008586,此 前 沙 溢 曾 表 示 ， 结 婚 后 肯 定 会 马 上 要 宝 宝 。,ci3 qian2 sha1 yi4 ceng2 biao3 shi4 ， jie2 hun1 hou4 ken3 ding4 hui4 ma3 shang4 yao4 bao3 bao5 。
chinese008587,奥 巴 马 访 问 亚 太 地 区 的 时 候 开 始 明 白 这 一 点 。,ao4 ba1 ma2 fang3 wen4 ya4 tai4 di4 qu1 de5 shi2 hou4 kai1 shi3 ming2 bai5 zhe4 yi4 dian3 。
chinese008588,我 再 干 一 年 多 时 间 ， 这 一 年 多 的 时 间 我 能 保 证 。,wo3 zai4 gan4 yi4 nian2 duo1 shi2 jian1 ， zhe4 yi4 nian2 duo1 de5 shi2 jian1 wo3 neng2 bao3 zheng4 。
chinese008589,小 姑 娘 说 ， 她 觉 得 吴 斌 叔 叔 “ 特 别 好 ， 特 别 好 ” 。,xiao3 gu1 niang5 shuo1 ， ta1 jue2 de5 wu2 bin1 shu1 shu5 “ te4 bie2 hao3 te4 ， bie2 hao3 ” 。
chinese008590,随 后 靳 某 又 掐 住 高 某 的 脖 子 将 其 按 在 地 上 。,sui2 hou4 jin4 mou3 you4 qia1 zhu4 gao1 mou3 de5 bo2 zi5 jiang1 qi2 an4 zai4 di4 shang5 。
chinese008591,小 男 孩 额 头 上 汗 涔 涔 的 ， 摸 上 去 却 没 有 发 烫 。,xiao3 nan2 hai2 e2 tou5 shang4 han4 cen2 cen2 de5 ， mo1 shang4 qu4 que4 mei2 you3 fa1 tang4 。
chinese008592,今 天 我 来 ， 就 是 同 大 家 谈 谈 心 ， 说 说 心 里 话 。,jin1 tian1 wo3 lai2 ， jiu4 shi4 tong2 da4 jia1 tan2 tan2 xin1 ， shuo1 shuo1 xin1 li3 hua4 。
chinese008593,记 者 看 到 ， 芒 果 树 拦 腰 折 断 ， 断 口 参 差 不 齐 。,ji4 zhe3 kan4 dao4 ， mang2 guo3 shu4 lan2 yao1 zhe2 duan4 ， duan4 kou3 cen1 ci1 bu4 qi2 。
chinese008594,谢 汉 华 说 ， 当 时 他 又 惊 又 喜 ， 心 里 也 有 了 怀 疑 。,xie4 han4 hua2 shuo1 ， dang1 shi2 ta1 you4 jing1 you4 xi3 ， xin1 li3 ye2 you3 le5 huai2 yi2 。
chinese008595,她 高 兴 的 时 候 喜 欢 聊 天 ， 有 时 不 高 兴 还 会 噘 着 嘴 。,ta1 gao1 xing4 de5 shi2 hou4 xi3 huan1 liao2 tian1 ， you3 shi2 bu4 gao1 xing4 hai2 hui4 jue1 zhe5 zui3 。
chinese008596,养 殖 场 的 工 作 人 员 说 ， 猪 尾 巴 甩 起 来 ， 就 说 明 猪 高 兴 。,yang3 zhi2 chang3 de5 gong1 zuo4 ren2 yuan2 shuo1 ， zhu1 wei3 ba5 shuai2 qi3 lai2 ， jiu4 shuo1 ming2 zhu1 gao1 xing4 。
chinese008597,榆 次 居 民 则 声 称 是 上 网 或 听 信 邻 居 吆 喝 及 朋 友 电 话 。,yu2 ci4 ju1 min2 ze2 sheng1 cheng1 shi4 shang4 wang3 huo4 ting1 xin4 lin2 ju1 yao1 he4 ji2 peng2 you5 dian4 hua4 。
chinese008598,钱 这 种 东 西 对 机 器 人 来 说 ， 永 远 没 有 知 识 和 努 力 重 要 。,qian2 zhe4 zhong3 dong1 xi5 dui4 ji1 qi4 ren2 lai2 shuo1 ， yong2 yuan3 mei2 you3 zhi1 shi5 he2 nu3 li4 zhong4 yao4 。
chinese008599,艾 薇 儿 遭 遇 中 国 长 城 。 艾 薇 儿 的 中 国 之 旅 可 谓 收 获 多 多 。,ai4 wei1 er2 zao1 yu4 zhong1 guo2 chang2 cheng2 。 ai4 wei1 er2 de5 zhong1 guo2 zhi1 lv3 ke3 wei4 shou1 huo4 duo1 duo1 。
chinese008600,饿 了 忍 着 点 嘛 ！ 不 然 真 的 会 胖 很 多 ！,e4 le5 ren3 zhe5 dian3 ma5 ！ bu4 ran2 zhen1 de5 hui4 pang4 hen3 duo1 ！
chinese008601,图 片 、 产 品 介 绍 把 整 个 展 览 大 厅 装 点 成 一 个 缤 纷 的 世 界 。,tu2 pian4 、 chan2 pin3 jie4 shao4 ba2 zheng3 ge4 zhan2 lan3 da4 ting1 zhuang1 dian3 cheng2 yi2 ge4 bin1 fen1 de5 shi4 jie4 。
chinese008602,沙 滩 藤 球 融 合 了 排 球 、 足 球 、 羽 毛 球 等 运 动 的 特 点 。,sha1 tan1 teng2 qiu2 rong2 he2 le5 pai2 qiu2 、 zu2 qiu2 、 yu3 mao2 qiu2 deng3 yun4 dong4 de5 te4 dian3 。
chinese008603,青 少 年 便 于 哄 骗 教 唆 ， 也 是 不 法 之 徒 首 选 的 原 因 之 一 。,qing1 shao4 nian2 bian4 yu2 hong3 pian4 jiao4 suo1 ， ye3 shi4 bu4 fa3 zhi1 tu2 shou2 xuan3 de5 yuan2 yin1 zhi1 yi1 。
chinese008604,在 看 守 所 ， 他 被 取 了 化 名 ， 叫 吴 良 ， 零 九 幺 专 案 组 的 。,zai4 kan1 shou2 suo3 ， ta1 bei4 qu3 le5 hua4 ming2 ， jiao4 wu2 liang2 ， ling2 jiu3 yao1 zhuan1 an4 zu3 de5 。
chinese008605,十 二 月 二 十 九 日 ， 陈 长 海 被 二 十 七 区 检 察 院 批 准 逮 捕 。,shi2 er4 yue4 er4 shi2 jiu3 ri4 ， chen2 chang2 hai3 bei4 er4 shi2 qi1 qu1 jian3 cha2 yuan4 pi1 zhun3 dai4 bu3 。
chinese008606,陈 宇 晖 的 父 母 当 天 在 纽 约 曼 哈 顿 出 席 新 闻 发 布 会 。,chen2 yu3 hui1 de5 fu4 mu3 dang4 tian1 zai4 niu3 yue1 man4 ha1 dun4 chu1 xi2 xin1 wen2 fa1 bu4 hui4 。
chinese008607,国 家 统 计 局 二 零 一 零 年 的 数 据 为 零 点 四 八 一 。,guo2 jia1 tong3 ji4 ju2 er4 ling2 yi1 ling2 nian2 de5 shu4 ju4 wei2 ling2 dian3 si4 ba1 yi1 。
chinese008608,张 志 国 的 父 亲 也 不 停 抹 眼 角 ， 实 在 忍 不 住 时 只 好 一 声 长 叹 。,zhang1 zhi4 guo2 de5 fu4 qin5 ye3 bu4 ting2 mo3 yan2 jiao3 ， shi2 zai4 ren3 bu2 zhu4 shi2 zhi2 hao3 yi4 sheng1 chang2 tan4 。
chinese008609,不 然 ， 今 天 是 紫 砂 锅 、 豆 浆 机 遭 殃 ， 明 天 没 准 儿 又 轮 到 谁 了 。,bu4 ran2 ， jin1 tian1 shi4 zi3 sha1 guo1 、 dou4 jiang1 ji1 zao1 yang1 ming2 ， tian1 mei2 zhunr3 you4 lun2 dao4 shei2 le5 。
chinese008610,从 目 前 情 况 看 ， 宁 波 市 第 二 医 院 的 应 对 措 施 是 及 时 妥 当 的 。,cong2 mu4 qian2 qing2 kuang4 kan4 ， ning2 bo1 shi4 di4 er4 yi1 yuan4 de5 ying4 dui4 cuo4 shi1 shi4 ji2 shi2 tuo3 dang4 de5 。
chinese008611,钱 荣 摆 开 抄 的 架 势 道 ： 一 个 私 立 中 学 ， 哈 ， 这 样 子 的 试 卷 也 要 我 来 做 。,qian2 rong2 bai3 kai1 chao1 de5 jia4 shi4 dao4 ： yi2 ge4 si1 li4 zhong1 xue2 ha1 ， zhe4 ， yang4 zi3 de5 shi4 juan4 ye3 yao4 wo3 lai2 zuo4 。
chinese008612,根 据 古 代 墓 志 等 资 料 总 结 ， 古 代 女 子 在 十 五 到 十 九 岁 结 婚 为 多 哦 。,gen1 ju4 gu3 dai4 mu4 zhi4 deng3 zi1 liao4 zong3 jie2 ， gu3 dai4 nv2 zi3 zai4 shi2 wu3 dao4 shi2 jiu3 sui4 jie2 hun1 wei2 duo1 o5 。
chinese008613,对 大 赛 推 出 的 系 列 尺 寸 标 准 ， 周 岑 岑 认 为 ， 有 些 难 以 接 受 。,dui4 da4 sai4 tui1 chu1 de5 xi4 lie4 chi3 cun4 biao1 zhun3 ， zhou1 cen2 cen2 ren4 wei2 ， you3 xie1 nan2 yi3 jie1 shou4 。
chinese008614,强 弱 不 以 真 正 的 实 力 来 界 定 ， 而 是 以 拥 有 的 资 源 多 少 来 界 定 。,qiang2 ruo4 bu4 yi3 zhen1 zheng4 de5 shi2 li4 lai2 jie4 ding4 ， er2 shi4 yi3 yong1 you3 de5 zi1 yuan2 duo1 shao3 lai2 jie4 ding4 。
chinese008615,记 者 准 备 再 次 漂 洗 ， 旁 边 的 洗 碗 工 催 促 着 “ 可 以 啦 ， 可 以 啦 ” 。,ji4 zhe2 zhun3 bei4 zai4 ci4 piao2 xi3 ， pang2 bian1 de5 xi2 wan3 gong1 cui1 cu4 zhe5 “ ke2 yi3 la5 ke2 ， yi3 la5 ” 。
chinese008616,司 仪 虽 有 发 现 诸 葛 梓 岐 不 妥 ， 但 活 动 并 未 因 此 中 断 或 改 动 。,si1 yi2 sui1 you3 fa1 xian4 zhu1 ge2 zi3 qi2 bu4 tuo3 ， dan4 huo2 dong4 bing4 wei4 yin1 ci3 zhong1 duan4 huo4 gai3 dong4 。
